141 -96
578 667
223 636
392 47
-76 242
547 520
17 -21
-76 -63
1009 246
444 412
1593 708
1091 797
-37 -109
706 189
1497 339
818 773
659 753
329 108
457 401
272 533
140 -84
1383 69
555 426
794 -103
1389 832
1284 119
798 178
843 857
428 530
453 643
452 767
1180 631
698 41
-34 160
-41 557
1041 276
1208 388
-36 -40
226 174
-15 462
771 476
634 722
671 -168
1388 517
1302 833
-17 67
4 266
1372 -97
704 -50
1216 715
-31 336
305 834
1509 472
1559 184
1430 280
299 821
1065 -115
1383 565
929 598
329 457
1288 -127
119 716
952 383
320 131
1387 266
6 774
243 699
1402 336
918 379
963 730
378 760
866 -61
283 453
305 -44
172 719
925 846
486 452
919 474
-3 618
1516 387
225 620
-92 166
1464 444
1357 462
1301 756
444 -53
1128 286
112 446
-43 29
1243 -172
414 -162
1600 438
397 809
762 302
900 98
417 213
313 440
1085 -108
1555 621
1273 619
32 330
657 534
662 568
1060 561
953 -23
1196 650
1441 65
197 234
443 687
944 628
626 -78
92 215
227 693
920 552
735 -90
297 309
235 -157
1142 590
460 717
628 740
1018 437
239 382
1424 142
1384 787
459 546
1432 -104
1397 20
1348 529
484 -23
981 722
1300 487
1530 446
234 274
471 876
545 877
782 0
23 211
106 494
603 875
1485 -25
570 309
854 650
728 264
343 789
-66 693
218 549
503 857
105 16
1416 439
424 -184
284 -29
243 774
1388 564
700 700
743 204
367 804
557 342
330 762
550 134
1122 20
97 710
1167 447
311 482
986 166
11 757
682 632
329 448
628 224
112 77
31 139
1163 473
1045 -176
1055 353
290 2
212 718
1575 792
489 650
829 688
722 446
1241 -77
813 207
928 840
567 236
1247 505
569 552
586 -39
666 173
268 805
1074 456
1172 395
1093 810
1370 -6
345 -108
1568 68
1024 -89
256 353
75 231
815 178
846 389
563 560
1055 550
855 198
943 816
916 863
649 606
-40 633
781 -179
369 387
1208 -128
834 672
1006 811
23 111
1466 633
920 706
1427 855
1602 -35
16 -106
-79 854
57 715
1066 337
488 194
329 789
1136 -157
684 116
-55 761
1213 168
1257 163
422 808
1565 375
1522 765
781 214
1109 303
930 874
1218 173
48 13
796 261
1264 813
199 735
1532 841
-40 -123
-95 150
-9 130
504 835
711 113
755 503
86 626
1351 718
1417 224
654 -76
281 854
382 786
1417 802
162 756
976 41
485 -14
655 -95
178 26
1076 429
1388 77
971 -148
778 738
1577 -174
328 55
-23 -174
733 -136
371 500
399 104
905 222
1096 346
978 193
386 -42
1497 676
1499 14
1490 816
380 109
838 14
651 14
1515 343
1543 505
723 850
140 491
1027 279
-3 342
690 678
334 234
306 549
1587 5
1299 62
-5 -36
1494 765
390 829
1348 280
695 489
166 -169
349 -168
1048 405
445 650
145 77
395 25
46 746
46 546
101 -173
848 785
1366 177
-58 672
1273 744
1040 679
1429 301
849 357
1078 546
785 701
760 697
377 6
1553 609
339 437
1528 -98
38 477
279 633
866 528
80 -94
964 254
45 212
1044 18
1426 831
1539 596
590 611
388 152
931 451
1397 88
1205 821
-103 324
1018 717
210 731
518 769
-57 -93
1573 467
609 -4
1006 -145
428 161
934 511
1341 807
1024 434
577 849
159 772
427 402
1061 68
182 359
1249 556
99 778
715 827
841 -94
242 729
1102 772
458 380
1007 451
291 272
320 719
1582 -113
1116 168
964 91
1008 212
399 790
1506 471
262 820
1178 618
257 703
306 491
1110 609
562 628
1439 443
50 -47
75 0
112 648
-37 74
1398 856
930 859
-30 830
428 670
1281 735
679 810
336 814
954 869
-49 591
862 342
339 165
322 50
1262 353
38 646
808 606
776 243
1581 -154
1490 811
564 45
954 6
1268 87
392 795
1439 388
1370 192
1601 279
399 -140
1587 312
1151 501
1131 -130
1468 806
839 846
376 459
573 487
409 691
15 -140
-20 -24
571 837
85 508
797 193
234 51
-30 578
1013 290
1124 -67
1500 722
1022 220
607 331
1494 739
712 408
1392 830
988 616
496 797
1326 406
1378 724
1277 -45
812 778
1213 265
1567 84
466 836
1278 778
-85 221
298 132
1157 590
685 206
895 386
836 473
572 640
325 517
1537 -181
1132 -68
825 486
311 792
959 63
1212 -72
844 -83
888 86
1005 581
791 518
1285 679
955 298
593 751
1097 13
862 787
153 719
1297 349
-40 -27
1472 -137
532 477
232 864
162 392
952 62
692 340
1206 494
695 528
670 377
1021 9
1242 460
1571 53
692 773
923 592
602 547
1512 29
1275 852
-80 46
96 636
34 883
561 783
218 287
1339 452
685 364
876 286
226 -63
154 -128
850 722
509 -104
623 459
623 682
1505 745
1099 318
1062 -170
1575 -1
1444 678
1263 103
270 274
1347 297
1494 193
954 864
995 -136
688 173
805 120
104 530
1060 742
122 669
1308 507
246 95
611 395
711 315
1331 746
1291 754
871 846
932 461
441 544
-16 -41
118 516
195 180
-29 65
1543 360
154 375
1508 741
566 119
1197 73
330 -95
1372 294
856 603
1257 294
210 701
-52 828
882 751
936 85
402 385
1540 13
767 183
1211 674
621 34
10 28
361 456
1388 -47
1533 546
1164 866
607 384
1056 364
407 -72
382 637
991 672
779 64
969 140
-54 781
614 271
1162 829
19 0
446 81
742 697
1355 452
306 15
1166 69
817 616
286 2
-37 -27
1351 -73
278 -149
1051 63
602 -36
540 269
704 268
71 641
130 269
360 137
1045 369
220 317
476 569
282 719
795 351
329 15
702 865
123 119
1264 526
372 152
613 460
1125 732
1060 69
1478 651
421 142
1401 -50
978 112
1309 205
1149 21
718 675
574 -12
1005 621
374 298
1434 748
1104 447
1292 786
-100 240
855 600
45 243
373 268
747 521
744 479
891 273
-96 23
443 -27
919 469
750 158
1012 19
-94 601
653 561
212 -118
542 560
71 25
671 480
1177 -67
963 230
1041 33
798 0
-73 336
210 498
813 644
567 873
776 327
1176 428
515 339
219 236
-53 310
365 379
-54 409
396 433
1148 286
1029 71
1602 75
1503 48
746 693
1120 570
648 622
1468 287
798 -114
563 315
1425 -66
1145 399
932 -153
146 119
-96 531
1383 400
824 474
412 208
878 681
240 166
1165 180
-23 -17
227 345
981 756
1438 144
1183 117
525 128
602 45
441 -54
1541 354
1473 613
678 622
969 140
787 577
417 -171
354 667
1485 484
122 625
796 621
1363 828
1014 729
1165 593
1363 802
1437 239
39 702
817 395
1306 -150
1396 -147
1080 444
992 215
366 360
1409 420
1029 287
1557 609
502 514
823 761
366 -69
222 229
1355 105
966 482
593 -131
1168 132
576 219
1030 -92
835 -168
1576 455
552 -28
1086 784
439 635
387 839
1096 484
1486 103
1474 540
1214 427
1321 562
146 470
373 795
234 121
-23 294
848 429
1443 187
660 725
881 515
371 337
957 -42
-48 -63
711 -159
966 -80
324 271
93 105
-68 869
941 220
-59 232
669 811
371 473
1032 14
760 656
61 463
-60 -177
-3 330
1478 249
24 736
783 156
1541 819
340 31
902 716
471 442
173 24
1197 -24
350 553
-79 -150
387 175
515 678
-43 199
986 -32
1361 506
93 38
1170 247
723 764
130 846
-32 -78
277 678
675 514
193 -6
786 607
686 745
1024 82
297 215
1189 818
1368 95
600 469
830 232
69 577
46 741
1371 573
727 563
571 668
1239 -18
439 183
518 421
-33 521
240 261
666 188
551 8
12 405
914 -29
290 122
1315 -20
839 423
482 190
1535 407
1011 340
1001 463
144 173
682 -48
516 59
1344 181
283 252
1063 -114
204 558
1181 476
1398 -4
1098 796
153 76
830 183
1076 -123
170 581
1554 809
1435 -48
145 -107
823 759
804 651
218 738
216 -126
616 409
1554 -86
364 -72
563 124
773 188
1482 660
1367 -46
878 45
1379 -168
76 218
583 112
60 -58
439 832
250 614
337 -145
-77 -21
685 624
1141 192
714 686
1328 157
-97 -134
1156 107
718 21
1343 354
796 123
771 -182
369 188
381 -93
787 658
1506 347
910 126
150 -44
1147 601
202 258
911 -51
1238 478
947 565
1583 417
1373 263
1014 805
1031 139
955 191
446 468
169 336
1512 226
218 317
1333 716
1310 -172
352 884
100 339
1246 -54
1028 337
228 755
206 499
1162 417
970 -57
422 443
571 525
1351 19
1439 225
1507 475
1246 366
803 166
117 226
263 -149
365 9
1392 -98
210 568
1466 84
-68 842
1061 148
703 456
534 750
1137 836
495 817
714 502
1154 681
573 294
1292 583
1503 863
201 59
1119 614
926 753
326 178
741 152
828 545
272 334
1593 162
-44 689
756 -128
1417 248
1484 245
27 78
494 618
211 276
1388 386
72 -158
1102 862
1237 633
1050 666
-36 98
1084 742
1048 4
1496 781
44 22
366 605
1364 434
237 259
131 796
1202 361
671 -80
440 -56
1233 398
284 55
341 146
558 134
1057 -147
456 612
1507 674
307 64
221 759
302 626
342 -149
1149 592
48 165
1516 -10
44 451
1487 -41
772 547
189 -172
1413 -147
335 512
384 -174
879 145
154 854
177 593
1418 733
210 69
-73 811
1412 452
82 1
882 85
408 -2
220 311
767 362
1600 -46
1188 664
895 310
1422 701
-19 845
-92 428
874 707
553 -87
890 -158
514 869
1380 -21
1261 682
1482 55
748 700
1036 450
1010 70
-61 603
454 218
942 518
242 699
545 491
1547 419
509 477
753 299
1147 804
715 -90
869 77
-37 658
362 646
730 155
432 -140
809 696
39 -68
800 521
1083 150
-40 259
282 -183
1067 833
564 137
842 726
1254 548
634 554
265 119
1225 810
220 132
-94 277
255 501
1108 -58
36 784
561 386
1542 627
452 -93
812 175
-67 640
553 426
1187 821
942 153
84 -105
442 522
1084 38
37 142
831 622
801 122
962 99
1011 715
987 420
420 753
1585 647
876 -33
434 208
394 292
939 43
322 -65
421 347
733 880
1572 282
1557 45
820 300
1549 709
261 285
183 381
1252 -146
223 860
1538 410
1000 106
1523 531
1035 -173
1353 648
1066 607
163 584
61 571
-100 645
736 34
1142 153
1406 8
1499 853
416 737
1335 269
517 117
1593 89
1469 273
1494 712
162 429
1047 249
-96 163
1329 -117
76 566
774 348
534 461
1351 112
1339 261
752 595
338 801
1095 477
362 559
335 688
-85 -6
849 577
737 754
1563 312
1208 344
1032 56
83 862
1288 121
897 222
197 263
403 -167
558 800
1311 429
440 63
1529 419
267 82
1535 71
78 12
1205 573
644 664
780 258
96 760
366 474
1578 18
1545 513
116 641
1522 417
1072 -156
1586 156
-64 680
1559 604
-100 -117
894 174
1403 749
1583 581
1394 157
86 741
414 264
1000 462
615 228
105 386
293 622
1049 -108
1586 650
285 -152
713 193
829 521
1258 -170
1116 131
1581 720
853 455
224 57
159 219
87 362
987 -54
484 -109
794 511
947 686
298 476
413 -90
417 -108
1534 593
69 656
497 790
742 748
272 208
522 -81
461 521
693 755
356 195
443 405
217 1
1501 218
899 -126
136 -81
1283 -74
778 -18
372 759
975 846
920 -174
606 -161
432 330
879 71
850 238
761 25
163 622
459 504
862 777
1401 289
245 491
984 556
1446 652
964 458
259 512
1287 801
1462 415
340 172
1601 377
1290 454
762 188
815 -177
1394 416
-63 690
127 -152
686 842
55 -114
1399 694
1297 316
626 244
891 595
1236 515
857 256
442 121
402 545
1199 454
276 23
1204 862
-77 82
1250 584
316 409
896 587
688 248
422 70
54 506
1040 550
-99 284
105 378
1570 349
536 685
1550 122
1268 880
87 383
1286 218
657 618
64 201
859 71
1331 634
1546 375
78 817
1321 397
1325 758
1222 426
947 718
959 36
1077 384
345 -184
298 536
1397 704
80 -108
1197 120
360 -182
64 -40
168 292
1287 684
1451 290
1107 338
-19 -99
316 865
1078 102
1103 522
-31 202
1218 -101
1407 811
1353 -59
861 572
1413 -82
1290 113
908 585
1223 130
934 123
1602 686
603 755
1147 808
189 131
56 155
547 492
701 583
356 0
543 284
617 792
356 192
263 213
562 431
371 93
1124 788
104 10
123 546
261 462
240 690
436 531
150 143
403 494
1059 719
209 628
1112 412
1007 -88
147 260
1111 -5
560 348
1493 -125
1312 868
352 767
392 670
681 454
300 551
150 414
740 710
718 654
580 145
1241 263
744 433
1296 437
590 -13
1095 760
81 314
1493 418
827 -117
810 515
146 838
231 536
364 -69
341 173
690 66
1139 678
1247 581
356 40
82 240
45 516
1519 623
95 -163
468 877
430 604
1120 428
524 38
1570 -114
299 146
1450 578
349 -9
1400 664
-39 755
900 305
1047 -142
460 -90
1064 241
714 125
1243 -135
376 447
1246 459
1144 -159
331 -140
750 873
-81 287
-96 471
209 577
168 701
248 192
290 679
733 750
118 349
1223 864
1046 11
1194 -105
1199 700
851 342
1496 -184
-88 85
760 393
530 128
241 671
435 342
1282 470
594 5
575 334
1588 119
179 51
257 -103
519 120
1412 650
82 725
83 585
874 -92
1443 750
1338 211
277 881
1292 -139
533 684
799 80
1251 95
-104 63
1593 517
273 549
1069 500
16 75
1384 601
182 135
857 699
238 -76
548 791
341 -69
-9 191
-40 439
1045 308
1162 351
1096 62
1168 352
1101 293
760 -140
732 -32
139 279
880 182
170 608
1541 600
27 714
11 282
1483 97
114 630
1482 164
293 11
1542 432
1365 145
-8 301
249 370
815 130
421 -159
614 162
954 735
737 -96
1491 680
520 169
1498 216
982 869
-42 152
291 802
837 -127
1186 547
1027 837
1390 621
276 -37
273 35
866 524
797 -124
516 850
1084 211
1043 99
28 380
391 330
1437 512
1132 -75
715 248
1001 123
550 864
92 29
304 560
1115 654
547 727
1087 578
1300 488
617 -152
913 418
922 161
844 -1
1006 -108
1391 47
398 761
1406 709
454 780
1215 519
1433 653
621 162
569 -119
517 193
1375 766
1541 166
1080 492
310 746
261 615
143 -70
1127 378
652 647
509 728
1540 862
370 259
1135 772
1111 626
1405 208
823 387
1002 772
922 852
1147 259
889 801
953 574
1026 175
243 251
153 699
1110 244
188 752
988 881
68 77
38 612
168 758
735 378
-32 472
284 44
1426 765
-96 705
1438 363
1017 636
1067 306
876 429
1335 73
1190 684
1258 679
1313 262
951 623
1211 840
1562 419
691 709
271 635
224 448
933 288
1373 396
738 262
2 203
54 420
990 636
977 15
1178 402
70 -158
406 553
1490 849
1202 129
959 63
1178 -7
1188 744
783 -114
663 711
203 -143
1148 417
-33 868
868 441
1245 780
-1 188
237 313
52 -112
410 782
1563 632
-103 601
-67 -4
-87 -25
1070 566
530 597
1344 -45
45 213
586 111
1184 159
1263 790
772 275
52 108
1411 78
957 345
57 777
11 543
1557 574
452 -106
886 600
509 514
864 -148
1469 222
544 720
723 298
989 42
798 530
816 573
918 715
1398 -80
337 -126
287 586
30 -19
1213 290
391 504
1411 -144
1080 530
1379 25
1114 -73
-8 543
-66 -137
-41 313
1191 876
283 663
1255 748
433 -42
1257 422
604 -122
-93 153
359 324
1474 261
387 719
420 794
1371 498
1173 -16
926 165
731 56
1437 255
710 587
104 353
1285 540
445 575
1492 772
1164 100
532 412
547 303
1252 -73
1558 569
1373 651
634 823
328 -135
61 30
817 55
1323 -175
1170 851
352 482
1117 165
636 601
120 -31
537 60
420 -24
61 795
487 421
831 297
1174 170
1421 -112
878 178
517 142
927 66
398 121
-93 213
-21 750
1129 452
1167 779
1082 447
108 248
885 460
1537 35
1029 90
609 855
461 203
647 -141
577 477
883 749
991 411
990 -134
1598 -22
611 131
882 414
497 856
1179 767
674 456
602 141
794 20
261 362
-81 292
1599 695
38 517
281 -58
491 539
837 -138
1360 326
1360 16
39 367
672 -170
-37 -84
-35 3
879 325
1570 -109
1378 434
1393 -125
65 738
870 413
-82 502
1344 880
635 148
587 59
282 279
1065 522
1216 47
1141 666
856 313
166 -135
688 515
259 243
746 836
1395 750
1599 642
243 713
180 766
474 123
932 -120
1446 223
1246 575
1099 385
693 505
1077 68
1184 817
1289 597
1300 -177
194 181
1149 861
1148 328
1470 219
992 -183
202 131
557 307
1257 115
37 373
1572 244
335 645
948 -176
1581 338
415 526
384 311
1009 -54
694 601
1537 -162
1318 819
1580 818
116 763
157 201
513 115
502 396
30 214
892 -41
311 150
23 679
346 254
588 141
114 771
1060 101
53 -52
368 -132
144 323
1495 280
1107 425
1564 6
1159 190
1589 193
1568 735
917 -155
213 -124
1250 -105
1240 -155
332 134
860 416
1412 497
171 -156
1198 388
884 258
903 249
657 449
737 -121
1565 730
543 400
1490 241
1510 -152
1170 668
227 -10
906 328
898 -43
370 -110
80 581
-59 392
406 744
827 882
854 416
468 85
626 58
17 270
77 589
405 340
230 543
1315 51
-91 84
968 148
1325 727
531 206
-76 403
159 -64
-13 7
162 -147
1574 519
557 -118
-24 676
618 -69
181 543
626 -81
565 -137
359 353
677 637
169 361
137 18
596 -29
857 302
1506 532
72 464
614 351
1016 14
510 329
946 121
755 113
874 181
1330 549
1290 -20
212 396
0 391
470 162
288 -179
1070 620
474 318
1258 508
-65 119
1527 760
451 789
714 32
359 73
-10 283
1441 378
828 58
-25 -50
263 749
1585 -166
653 210
812 475
572 12
896 -149
1423 504
57 405
116 -57
349 631
1089 413
332 369
1484 14
1150 748
1040 33
116 366
118 698
790 127
866 94
894 64
270 370
1323 505
56 -41
563 157
1419 768
-54 41
559 4
1466 18
1150 838
712 686
627 685
1197 841
471 635
1471 682
1287 829
392 286
77 753
483 783
244 189
1076 802
1071 179
-36 170
709 596
1423 -178
27 117
811 388
622 760
1139 -39
297 356
515 680
612 822
207 332
1424 -114
373 32
1579 316
1413 728
73 190
744 755
1573 176
1232 733
376 28
1001 419
160 609
511 462
-93 447
1149 185
1193 272
619 136
1162 796
653 871
1262 148
294 199
587 346
1094 715
-4 300
626 269
859 820
460 830
316 402
1115 757
1231 848
837 783
1014 -4
-52 629
1054 124
77 553
1176 412
1032 247
1376 385
1425 606
789 585
1411 23
630 734
-52 -42
588 -64
1136 858
731 842
128 564
892 662
814 863
647 831
1465 269
597 -163
662 29
470 118
1041 286
921 717
1319 441
648 244
17 315
584 31
1267 562
1562 228
608 371
499 398
1416 596
248 671
1255 670
437 471
1010 -56
1466 209
1072 808
1049 819
1090 -2
1141 249
440 650
1246 830
243 385
1215 367
286 879
1415 432
815 713
1459 692
635 730
281 393
434 -57
144 817
229 510
304 377
119 125
580 571
1435 274
1115 -36
67 295
1195 63
1278 85
39 364
-103 572
1159 856
1029 344
21 387
138 673
880 43
1104 171
1039 649
43 361
73 510
435 503
-22 742
713 664
283 174
1201 728
643 810
886 -132
669 -13
1148 187
239 716
1293 183
585 -120
201 602
863 696
752 636
767 423
211 397
239 410
137 14
1203 -109
527 754
74 199
90 753
111 88
617 527
485 44
534 426
1589 165
515 570
406 189
1595 461
1312 -151
144 593
818 879
743 226
228 446
1206 804
131 -176
712 11
939 479
596 539
237 680
-18 -1
1571 778
1501 787
650 819
301 -132
848 150
805 320
721 425
1474 68
1393 600
31 709
575 174
-104 78
1071 725
307 212
153 674
1121 564
1056 769
1405 484
389 246
-55 795
1070 786
412 826
1372 763
-104 219
105 813
773 339
728 425
826 796
1407 653
447 654
144 735
1217 645
799 297
283 680
1546 397
1437 117
780 166
1590 83
1055 632
-49 866
52 472
151 372
55 651
1216 455
-80 -140
205 855
331 618
376 89
336 133
-89 871
864 459
815 -138
701 392
1046 387
-10 478
889 399
1337 294
927 -52
327 725
-77 -17
1303 61
338 565
1547 27
1173 -34
549 161
1406 516
466 -161
526 855
800 609
486 308
257 710
510 -145
1073 -18
1261 -168
896 345
1600 -41
1045 -83
172 872
1274 77
1342 -146
811 -87
1555 439
845 155
1348 382
-75 13
636 -99
375 83
-103 556
1218 692
1351 -23
1417 519
1085 418
1501 85
1240 345
1418 111
-78 -115
1433 501
1144 355
848 205
1233 625
1092 844
1209 861
904 477
988 164
-48 658
1109 -100
149 549
810 20
-9 469
-13 44
755 -84
594 -163
100 820
851 549
541 631
1427 788
744 631
1107 832
308 416
-30 802
1511 351
897 641
322 221
389 391
1517 227
-28 545
742 132
606 738
1299 -2
1066 882
1236 591
425 -14
1373 468
562 623
1124 507
250 762
1124 139
4 791
1252 348
603 474
577 -143
412 79
1557 636
585 603
413 379
250 87
637 -96
1354 795
260 322
1334 124
939 288
575 659
689 312
1591 844
297 58
1028 256
1124 600
1234 97
1602 343
39 -65
855 361
1493 778
691 36
860 146
1007 366
1336 -44
324 454
964 257
1435 682
820 248
574 -63
1497 66
157 361
673 -105
879 562
734 -107
203 -61
893 -94
552 -27
599 484
510 773
609 814
1298 -60
73 -43
987 547
1246 395
1050 550
474 511
586 500
1493 275
761 170
885 738
380 707
783 57
612 -6
1455 -123
928 -73
431 -32
749 495
1313 297
1210 452
1557 -57
1291 708
1248 302
797 869
1510 631
682 393
1270 111
334 44
838 833
302 672
-53 357
381 118
565 388
1216 844
153 238
174 710
40 731
1162 733
1416 -23
847 139
359 -167
776 -164
1431 101
739 496
-102 -63
693 482
1296 259
1479 454
-101 542
259 -168
1153 405
1235 -90
503 136
868 361
1232 15
881 504
681 412
1561 619
547 279
1114 -84
986 -62
70 528
181 633
1178 149
871 505
1282 31
1051 695
604 343
774 820
-16 426
732 183
1040 638
818 -140
297 -163
456 316
1236 384
711 562
-75 558
429 414
933 10
323 434
344 71
509 782
1381 365
-16 671
205 530
1323 847
112 375
1349 390
1143 655
1325 528
1430 508
1510 488
1386 452
484 685
634 -49
1551 727
855 532
1601 -12
809 233
820 -74
649 309
914 524
904 595
888 289
745 275
255 58
677 279
1227 265
1046 -7
1304 548
1244 200
1028 48
273 75
348 252
1312 828
976 -40
613 816
443 478
1494 308
751 798
1485 782
773 499
902 -15
961 157
119 45
432 833
1589 742
685 313
1202 -79
1594 555
407 787
840 -93
80 -151
265 -130
768 -96
653 68
852 285
1327 175
289 820
693 -154
31 409
256 -26
230 612
1517 -46
1399 577
847 -113
1242 684
1185 404
975 282
422 38
1213 815
958 387
1405 -137
413 224
-51 371
1503 668
810 539
1237 95
367 462
1048 -181
1358 -30
771 416
-92 274
808 554
1439 -111
379 380
392 265
1574 -124
1483 530
748 312
851 127
189 478
1585 367
1042 371
237 434
1533 556
-58 204
979 422
103 817
569 595
1238 43
1028 375
200 584
819 44
610 543
1594 402
1252 169
770 708
1554 6
1350 872
665 145
1455 51
1584 245
53 -38
711 -119
326 665
1238 682
-25 635
1274 -167
564 741
1534 799
830 147
903 453
1031 447
1379 215
313 -163
293 -12
303 757
1146 76
1251 397
590 36
427 -100
295 527
495 692
1025 483
614 505
1391 148
481 723
801 803
216 45
1369 -78
702 713
1081 310
178 404
1584 676
-11 575
1565 22
1530 65
1296 -25
774 205
1042 7
886 -182
623 367
1327 625
53 484
1023 600
844 -70
990 532
323 829
669 742
1012 475
834 508
1338 646
1045 -150
-90 199
-52 369
-98 329
541 839
-9 -115
1347 666
1495 -101
955 365
445 468
1464 -118
1023 120
588 724
104 717
586 867
1464 251
405 52
268 637
1187 861
38 51
1577 400
842 188
1098 350
698 403
-61 383
123 306
36 766
542 276
1164 -18
878 362
525 546
1253 315
968 791
676 -40
824 275
1209 668
189 284
351 836
1497 280
632 613
914 92
721 767
1060 417
1394 111
1599 29
1331 609
1372 441
293 332
1369 668
192 876
-53 235
1185 856
138 803
270 406
635 679
132 20
865 40
1399 434
1454 633
707 556
-2 490
1577 -57
667 -165
1072 -164
674 50
1275 506
1034 403
324 687
1400 284
898 483
1139 447
1274 696
847 759
242 258
972 -75
1124 328
543 299
524 72
1461 670
466 -4
95 666
1095 -104
95 792
1382 128
70 680
-60 496
169 555
183 189
104 122
116 311
1005 237
1524 622
826 418
443 363
1191 -183
717 782
1347 52
1154 441
794 523
976 -108
608 29
1093 108
641 694
1234 729
714 806
-51 819
491 684
1516 769
1088 532
1559 313
73 -159
1402 -157
1520 425
1019 787
1437 233
942 373
1292 -124
967 275
1367 551
342 -41
821 865
493 880
